m.ref,spec.r,group.r,date,month,year,latwgs84,longwgs84,sex,age.r
M506/19,Risso's dolphin,Pelagic Dolphins,26/09/2019,9,2019,59.00861111,-3.022222222,U,unknown
M509/19,Minke whale,Baleen Whales,28/09/2019,9,2019,59.27638889,-2.408888889,F,adult
M512/19,Harbour porpoise,Harbour porpoise,28/09/2019,9,2019,55.65777778,-4.83,U,unknown
M518/19,Harbour porpoise,Harbour porpoise,02/10/2019,10,2019,57.67611111,-2.328055556,F,adult
M520/19,Harbour porpoise,Harbour porpoise,03/10/2019,10,2019,56.05888889,-2.7225,U,unknown
M526/19,Harbour porpoise,Harbour porpoise,06/10/2019,10,2019,54.815,-4.954166667,M,juvenile
M528/19,White-beaked dolphin,Pelagic Dolphins,07/10/2019,10,2019,57.38916667,-1.863333333,F,neonate
M529/19,Minke whale,Baleen Whales,07/10/2019,10,2019,57.25277778,-2.034444444,U,unknown
M532/19,White-beaked dolphin,Pelagic Dolphins,09/10/2019,10,2019,59.93333333,-1.269166667,U,unknown
M535/19,Harbour porpoise,Harbour porpoise,11/10/2019,10,2019,58.18916667,-5.335833333,M,adult
M538/19,Minke whale,Baleen Whales,11/10/2019,10,2019,57.41472222,-7.351944444,F,adult
M545/19,Harbour porpoise,Harbour porpoise,11/10/2019,10,2019,55.89083333,-6.331111111,U,unknown
M539/19,Sowerby's beaked whale,Deep Divers,12/10/2019,10,2019,56.05416667,-2.823611111,F,adult
M544/19,Harbour porpoise,Harbour porpoise,12/10/2019,10,2019,57.645,-3.706944444,F,neonate
M552/19,Harbour porpoise,Harbour porpoise,19/10/2019,10,2019,58.35583333,-6.201666667,F,unknown
M558/19,Harbour porpoise,Harbour porpoise,19/10/2019,10,2019,58.35444444,-6.198611111,F,unknown
M565/19,Minke whale,Baleen Whales,19/10/2019,10,2019,60.53333333,-1.040833333,U,unknown
M553/19,Harbour porpoise,Harbour porpoise,20/10/2019,10,2019,57.40361111,-6.489166667,F,unknown
M559/19,Harbour porpoise,Harbour porpoise,20/10/2019,10,2019,55.66861111,-4.844722222,U,unknown
M561/19,Harbour porpoise,Harbour porpoise,23/10/2019,10,2019,55.595,-4.679166667,M,juvenile
M569/19,White-beaked dolphin,Pelagic Dolphins,24/10/2019,10,2019,59.135,-3.324722222,M,juvenile
M572/19,Short-beaked common dolphin,Common Dolphin,25/10/2019,10,2019,56.67,-6.537222222,U,neonate
M573/19,Harbour porpoise,Harbour porpoise,26/10/2019,10,2019,55.5825,-4.665277778,U,adult
M575/19,Harbour porpoise,Harbour porpoise,26/10/2019,10,2019,55.57083333,-4.658611111,U,unknown
M576/19,Harbour porpoise,Harbour porpoise,27/10/2019,10,2019,55.77416667,-6.456388889,F,adult
M579/19,Harbour porpoise,Harbour porpoise,30/10/2019,10,2019,55.84694444,-6.103611111,M,adult
M580/19,Short-beaked common dolphin,Common Dolphin,30/10/2019,10,2019,58.18666667,-7.030277778,U,unknown
M582/19,Harbour porpoise,Harbour porpoise,31/10/2019,10,2019,59.05361111,-3.334166667,U,juvenile
M585/19,Short-beaked common dolphin,Common Dolphin,01/11/2019,11,2019,56.48722222,-6.878611111,U,juvenile
M595/19,Harbour porpoise,Harbour porpoise,04/11/2019,11,2019,57.68555556,-2.699166667,F,unknown
M605/19,Short-beaked common dolphin,Common Dolphin,08/11/2019,11,2019,59.24055556,-2.576666667,F,juvenile
M607/19,Harbour porpoise,Harbour porpoise,08/11/2019,11,2019,55.965,-2.399166667,M,adult
M608/19,Harbour porpoise,Harbour porpoise,08/11/2019,11,2019,58.49,-6.226944444,U,unknown
M620/19,Harbour porpoise,Harbour porpoise,10/11/2019,11,2019,58.60833333,-3.432222222,U,unknown
M630/19,Short-beaked common dolphin,Common Dolphin,15/11/2019,11,2019,56.61333333,-6.258333333,M,juvenile
M641/19,Harbour porpoise,Harbour porpoise,19/11/2019,11,2019,57.6825,-4.038333333,U,juvenile
M652/19,Harbour porpoise,Harbour porpoise,23/11/2019,11,2019,55.88527778,-5.328333333,U,unknown
M658/19,Harbour porpoise,Harbour porpoise,24/11/2019,11,2019,56.05694444,-2.820833333,U,unknown
M664/19,Harbour porpoise,Harbour porpoise,26/11/2019,11,2019,56.03777778,-2.850833333,U,unknown
M672/19,Striped dolphin,Pelagic Dolphins,27/11/2019,11,2019,57.81055556,-8.57,U,adult
M665/19,Sperm whale,Deep Divers,28/11/2019,11,2019,57.87083333,-6.958055556,M,juvenile
M674/19,Harbour porpoise,Harbour porpoise,01/12/2019,12,2019,58.36694444,-6.215,U,unknown
M693/19,Harbour porpoise,Harbour porpoise,06/12/2019,12,2019,57.59055556,-3.864166667,U,unknown
M695/19,Short-beaked common dolphin,Common Dolphin,09/12/2019,12,2019,57.16861111,-5.6875,M,juvenile
M696/19,Harbour porpoise,Harbour porpoise,12/12/2019,12,2019,54.87666667,-3.726944444,U,unknown
M706/19,Cuvier's beaked whale,Deep Divers,14/12/2019,12,2019,57.04083333,-7.449444444,M,unknown
M745/19,Harbour porpoise,Harbour porpoise,22/12/2019,12,2019,57.995,-7.093611111,U,unknown
M747/19,Harbour porpoise,Harbour porpoise,27/12/2019,12,2019,55.33861111,-4.810555556,U,unknown
M749/19,Short-beaked common dolphin,Common Dolphin,27/12/2019,12,2019,57.25361111,-7.425555556,U,unknown
M750/19,Harbour porpoise,Harbour porpoise,28/12/2019,12,2019,55.66111111,-4.834444444,M,adult
M6/20,Sperm whale,Deep Divers,03/01/2020,1,2020,57.21305556,-7.423333333,F,neonate
M19/20,Sperm whale,Deep Divers,07/01/2020,1,2020,57.5625,-4.041944444,M,juvenile
M21/20,Short-beaked common dolphin,Common Dolphin,07/01/2020,1,2020,60.14888889,-1.292222222,F,juvenile
M23/20,Harbour porpoise,Harbour porpoise,08/01/2020,1,2020,57.20361111,-7.43,U,unknown
M25/20,Sowerby's beaked whale,Deep Divers,08/01/2020,1,2020,57.84027778,-3.828055556,M,juvenile
M26/20,Long-finned pilot whale,Pelagic Dolphins,08/01/2020,1,2020,57.58722222,-7.49,M,adult
M37/20,Harbour porpoise,Harbour porpoise,11/01/2020,1,2020,56.5275,-6.784166667,F,adult
M38/20,Harbour porpoise,Harbour porpoise,13/01/2020,1,2020,54.98305556,-3.420277778,U,unknown
M52/20,Long-finned pilot whale,Pelagic Dolphins,14/01/2020,1,2020,60.10111111,-1.330277778,U,adult
M44/20,Cuvier's beaked whale,Deep Divers,15/01/2020,1,2020,57.52111111,-7.376111111,M,juvenile
M46/20,White-beaked dolphin,Pelagic Dolphins,16/01/2020,1,2020,57.21888889,-7.425277778,F,juvenile
M55/20,Short-beaked common dolphin,Common Dolphin,17/01/2020,1,2020,57.15472222,-7.410277778,U,juvenile
M56/20,Harbour porpoise,Harbour porpoise,21/01/2020,1,2020,55.84583333,-5.130555556,U,juvenile
M63/20,Harbour porpoise,Harbour porpoise,24/01/2020,1,2020,55.52333333,-4.642222222,M,adult
M65/20,Minke whale,Baleen Whales,24/01/2020,1,2020,57.21222222,-5.626666667,F,juvenile
M66/20,Short-beaked common dolphin,Common Dolphin,27/01/2020,1,2020,60.21638889,-1.306388889,U,unknown
M67/20,Harbour porpoise,Harbour porpoise,27/01/2020,1,2020,55.93,-4.876388889,U,unknown
M72/20,Harbour porpoise,Harbour porpoise,27/01/2020,1,2020,55.50555556,-5.345277778,U,unknown
M70/20,Short-beaked common dolphin,Common Dolphin,28/01/2020,1,2020,59.05777778,-3.340555556,M,juvenile
M74/20,Harbour porpoise,Harbour porpoise,01/02/2020,2,2020,55.59527778,-5.690555556,U,unknown
M77/20,Short-beaked common dolphin,Common Dolphin,05/02/2020,2,2020,58.30694444,-6.753333333,F,adult
M79/20,Sowerby's beaked whale,Deep Divers,06/02/2020,2,2020,56.52666667,-6.774722222,F,adult
M81/20,Harbour porpoise,Harbour porpoise,08/02/2020,2,2020,56.74527778,-2.431666667,U,juvenile
M82/20,Harbour porpoise,Harbour porpoise,08/02/2020,2,2020,58.92944444,-3.266111111,M,juvenile
M83/20,Risso's dolphin,Pelagic Dolphins,11/02/2020,2,2020,59.2575,-2.5225,U,adult
M86/20,Short-beaked common dolphin,Common Dolphin,12/02/2020,2,2020,57.23222222,-5.389722222,F,juvenile
M87/20,Harbour porpoise,Harbour porpoise,12/02/2020,2,2020,57.21777778,-2.059166667,M,juvenile
M88/20,Short-beaked common dolphin,Common Dolphin,12/02/2020,2,2020,57.87111111,-6.955,U,juvenile
M91/20,Harbour porpoise,Harbour porpoise,14/02/2020,2,2020,56.53694444,-6.792222222,F,adult
M99/20,Short-beaked common dolphin,Common Dolphin,18/02/2020,2,2020,56.46,-6.889722222,U,juvenile
M103/20,Short-beaked common dolphin,Common Dolphin,18/02/2020,2,2020,55.52666667,-4.648333333,M,adult
M105/20,Short-beaked common dolphin,Common Dolphin,18/02/2020,2,2020,57.66527778,-7.346388889,M,unknown
M108/20,Short-beaked common dolphin,Common Dolphin,20/02/2020,2,2020,57.5925,-7.529444444,M,juvenile
M110/20,Short-beaked common dolphin,Common Dolphin,20/02/2020,2,2020,57.21388889,-5.624722222,U,adult
M109/20,Short-beaked common dolphin,Common Dolphin,23/02/2020,2,2020,57.52166667,-7.3775,F,juvenile
M112/20,Short-beaked common dolphin,Common Dolphin,23/02/2020,2,2020,57.30916667,-7.401388889,M,adult
M114/20,Short-beaked common dolphin,Common Dolphin,23/02/2020,2,2020,56.45805556,-6.964166667,U,juvenile
M121/20,Short-beaked common dolphin,Common Dolphin,23/02/2020,2,2020,57.57694444,-7.494722222,U,unknown
M115/20,Short-beaked common dolphin,Common Dolphin,24/02/2020,2,2020,58.9575,-3.330833333,M,juvenile
M128/20,Short-beaked common dolphin,Common Dolphin,24/02/2020,2,2020,57.56694444,-7.473055556,M,adult
M119/20,Short-beaked common dolphin,Common Dolphin,25/02/2020,2,2020,58.48888889,-6.288055556,U,juvenile
M122/20,Short-beaked common dolphin,Common Dolphin,26/02/2020,2,2020,57.31472222,-7.398055556,U,adult
M123/20,Short-beaked common dolphin,Common Dolphin,26/02/2020,2,2020,57.35777778,-7.403611111,U,juvenile
M125/20,Short-beaked common dolphin,Common Dolphin,26/02/2020,2,2020,57.27138889,-7.423055556,U,juvenile
M129/20,Long-finned pilot whale,Pelagic Dolphins,27/02/2020,2,2020,58.96,-3.333055556,U,unknown
M130/20,Short-beaked common dolphin,Common Dolphin,28/02/2020,2,2020,58.96,-3.333055556,U,juvenile
M139/20,Bottlenose dolphin,Pelagic Dolphins,04/03/2020,3,2020,57.05638889,-6.528055556,U,adult
M141/20,Short-beaked common dolphin,Common Dolphin,05/03/2020,3,2020,57.54027778,-7.401944444,F,juvenile
M145/20,Sowerby's beaked whale,Deep Divers,06/03/2020,3,2020,60.35277778,-1.164166667,F,adult
M144/20,Long-finned pilot whale,Pelagic Dolphins,07/03/2020,3,2020,57.30833333,-7.401111111,U,juvenile
M148/20,Short-beaked common dolphin,Common Dolphin,09/03/2020,3,2020,57.57944444,-4.132777778,U,juvenile
M149/20,Short-beaked common dolphin,Common Dolphin,09/03/2020,3,2020,57.44916667,-7.410277778,F,adult
M150/20,Sowerby's beaked whale,Deep Divers,11/03/2020,3,2020,60.35027778,-1.130833333,F,adult
M152/20,Short-beaked common dolphin,Common Dolphin,11/03/2020,3,2020,56.27916667,-5.609444444,M,juvenile
M153/20,Short-beaked common dolphin,Common Dolphin,13/03/2020,3,2020,57.58805556,-3.894166667,U,unknown
M154/20,Short-beaked common dolphin,Common Dolphin,13/03/2020,3,2020,57.38777778,-7.411111111,F,juvenile
M155/20,Sperm whale,Deep Divers,13/03/2020,3,2020,57.27583333,-7.423055556,M,unknown
M156/20,Harbour porpoise,Harbour porpoise,14/03/2020,3,2020,56.05083333,-3.561388889,F,juvenile
M157/20,Minke whale,Baleen Whales,15/03/2020,3,2020,56.06305556,-3.191111111,F,juvenile
M158/20,Short-beaked common dolphin,Common Dolphin,15/03/2020,3,2020,57.00305556,-7.506666667,F,adult
M166/20,Short-beaked common dolphin,Common Dolphin,18/03/2020,3,2020,56.60111111,-6.648055556,U,unknown
M167/20,Harbour porpoise,Harbour porpoise,18/03/2020,3,2020,55.69944444,-4.904722222,M,juvenile
M168/20,Short-beaked common dolphin,Common Dolphin,18/03/2020,3,2020,57.05861111,-6.4975,U,unknown
M170/20,Harbour porpoise,Harbour porpoise,19/03/2020,3,2020,55.63166667,-4.765,U,unknown
M171/20,Harbour porpoise,Harbour porpoise,20/03/2020,3,2020,59.09416667,-2.604722222,U,adult
M173/20,Short-beaked common dolphin,Common Dolphin,20/03/2020,3,2020,57.12138889,-7.392222222,F,juvenile
M177/20,Short-beaked common dolphin,Common Dolphin,22/03/2020,3,2020,56.52694444,-6.929444444,F,adult
M126/20,Harbour porpoise,Harbour porpoise,24/03/2020,3,2020,58.96194444,-2.974166667,M,juvenile
M180/20,Short-beaked common dolphin,Common Dolphin,26/03/2020,3,2020,57.66111111,-6.376111111,U,adult
M189/20,Minke whale,Baleen Whales,26/03/2020,3,2020,58.22444444,-6.248055556,U,juvenile
M188/20,Short-beaked common dolphin,Common Dolphin,29/03/2020,3,2020,56.64222222,-6.179722222,U,unknown
M187/20,Harbour porpoise,Harbour porpoise,30/03/2020,3,2020,56.49972222,-6.805555556,U,unknown
M191/20,Harbour porpoise,Harbour porpoise,02/04/2020,4,2020,60.29888889,-1.366666667,M,juvenile
M201/20,Harbour porpoise,Harbour porpoise,02/04/2020,4,2020,55.91833333,-5.055277778,U,unknown
M192/20,Harbour porpoise,Harbour porpoise,03/04/2020,4,2020,56.06472222,-2.799166667,U,adult
M196/20,Harbour porpoise,Harbour porpoise,03/04/2020,4,2020,56.13944444,-3.089444444,U,unknown
M195/20,Harbour porpoise,Harbour porpoise,04/04/2020,4,2020,57.70111111,-2.901388889,F,unknown
M199/20,Harbour porpoise,Harbour porpoise,04/04/2020,4,2020,56.02555556,-4.865833333,U,unknown
M200/20,Harbour porpoise,Harbour porpoise,04/04/2020,4,2020,57.21,-7.425,U,juvenile
M193/20,Sowerby's beaked whale,Deep Divers,05/04/2020,4,2020,60.3975,-1.390833333,M,juvenile
M203/20,Harbour porpoise,Harbour porpoise,07/04/2020,4,2020,56.69388889,-6.111666667,M,unknown
M207/20,Short-beaked common dolphin,Common Dolphin,08/04/2020,4,2020,56.52388889,-6.803611111,U,juvenile
M213/20,Harbour porpoise,Harbour porpoise,11/04/2020,4,2020,59.94527778,-1.333333333,U,juvenile
M214/20,Harbour porpoise,Harbour porpoise,15/04/2020,4,2020,57.6675,-3.518611111,M,juvenile
M219/20,Cuvier's beaked whale,Deep Divers,24/04/2020,4,2020,57.56388889,-7.385833333,U,juvenile
M221/20,Harbour porpoise,Harbour porpoise,25/04/2020,4,2020,57.29611111,-1.999166667,U,juvenile
M220/20,Bottlenose dolphin,Pelagic Dolphins,26/04/2020,4,2020,56.18444444,-2.808055556,F,juvenile
M229/20,Minke whale,Baleen Whales,03/05/2020,5,2020,58.05916667,-3.794722222,U,juvenile
M236/20,Harbour porpoise,Harbour porpoise,08/05/2020,5,2020,57.67,-2.344722222,F,adult
M239/20,Minke whale,Baleen Whales,11/05/2020,5,2020,57.54388889,-4.085,F,juvenile
M240/20,Harbour porpoise,Harbour porpoise,11/05/2020,5,2020,57.67083333,-2.526666667,U,juvenile
M243/20,Harbour porpoise,Harbour porpoise,14/05/2020,5,2020,57.69277778,-2.034166667,U,unknown
M245/20,Baleen whale (indeterminate species),Baleen Whales,15/05/2020,5,2020,58.60916667,-3.450833333,U,unknown
M248/20,Harbour porpoise,Harbour porpoise,16/05/2020,5,2020,57.70111111,-2.901944444,M,juvenile
M252/20,Minke whale,Baleen Whales,22/05/2020,5,2020,57.55138889,-7.237222222,M,juvenile
M250/20,Harbour porpoise,Harbour porpoise,27/05/2020,5,2020,56.57833333,-6.280555556,U,juvenile
M256/20,Harbour porpoise,Harbour porpoise,27/05/2020,5,2020,54.8375,-4.056111111,U,adult
M260/20,Harbour porpoise,Harbour porpoise,27/05/2020,5,2020,54.73027778,-4.959444444,U,neonate
M266/20,Baleen whale (indeterminate species),Baleen Whales,27/05/2020,5,2020,56.45222222,-6.975,U,juvenile
M264/20,Short-beaked common dolphin,Common Dolphin,30/05/2020,5,2020,59.05666667,-2.864722222,U,unknown
M265/20,Harbour porpoise,Harbour porpoise,03/06/2020,6,2020,55.80527778,-4.878055556,M,juvenile
M267/20,Harbour porpoise,Harbour porpoise,03/06/2020,6,2020,55.62805556,-4.750277778,U,unknown
M270/20,Baleen whale (indeterminate species),Baleen Whales,04/06/2020,6,2020,57.72111111,-3.308333333,U,juvenile
M271/20,Harbour porpoise,Harbour porpoise,04/06/2020,6,2020,55.75611111,-4.856666667,F,neonate
M272/20,Harbour porpoise,Harbour porpoise,05/06/2020,6,2020,56.55138889,-2.590833333,U,unknown
M274/20,Long-finned pilot whale,Pelagic Dolphins,08/06/2020,6,2020,59.29888889,-2.917222222,M,adult
M275/20,Harbour porpoise,Harbour porpoise,08/06/2020,6,2020,56.52722222,-6.924444444,M,neonate
M278/20,Harbour porpoise,Harbour porpoise,10/06/2020,6,2020,57.66972222,-2.346666667,U,juvenile
M284/20,Short-beaked common dolphin,Common Dolphin,14/06/2020,6,2020,56.89222222,-5.759722222,U,juvenile
M286/20,Harbour porpoise,Harbour porpoise,17/06/2020,6,2020,56.35694444,-2.808333333,U,neonate
M288/20,Harbour porpoise,Harbour porpoise,18/06/2020,6,2020,57.66833333,-3,F,unknown
M289/20,Long-finned pilot whale,Pelagic Dolphins,18/06/2020,6,2020,57.34,-7.4,F,adult
M293/20,Northern bottlenose whale,Deep Divers,21/06/2020,6,2020,56.50361111,-6.993055556,U,unknown
M296/20,Harbour porpoise,Harbour porpoise,23/06/2020,6,2020,55.62027778,-4.729166667,U,neonate
M298/20,Harbour porpoise,Harbour porpoise,23/06/2020,6,2020,57.0575,-2.109166667,M,unknown
M299/20,Harbour porpoise,Harbour porpoise,24/06/2020,6,2020,58.35472222,-6.1975,U,unknown
M300/20,Harbour porpoise,Harbour porpoise,24/06/2020,6,2020,58.35,-6.187777778,U,unknown
M301/20,Harbour porpoise,Harbour porpoise,25/06/2020,6,2020,55.94944444,-4.752777778,U,unknown
M306/20,Minke whale,Baleen Whales,26/06/2020,6,2020,57.58805556,-4.405277778,U,juvenile
M308/20,Harbour porpoise,Harbour porpoise,26/06/2020,6,2020,57.71583333,-3.3975,U,neonate
M313/20,Baleen whale (indeterminate species),Baleen Whales,27/06/2020,6,2020,57.56388889,-7.436944444,U,unknown
M314/20,Long-finned pilot whale,Pelagic Dolphins,02/07/2020,7,2020,58.2725,-3.373888889,U,adult
M322/20,Long-finned pilot whale,Pelagic Dolphins,03/07/2020,7,2020,55.77694444,-6.3525,U,adult
M319/20,Harbour porpoise,Harbour porpoise,04/07/2020,7,2020,56.02361111,-5.358611111,U,unknown
M321/20,Harbour porpoise,Harbour porpoise,05/07/2020,7,2020,54.83111111,-3.838888889,U,unknown
M323/20,Harbour porpoise,Harbour porpoise,07/07/2020,7,2020,57.8625,-5.305277778,U,neonate
M324/20,Harbour porpoise,Harbour porpoise,08/07/2020,7,2020,59.94555556,-1.339444444,U,adult
M325/20,Harbour porpoise,Harbour porpoise,08/07/2020,7,2020,57.67888889,-2.324444444,M,neonate
M326/20,Minke whale,Baleen Whales,08/07/2020,7,2020,56.685,-6.154444444,F,adult
M327/20,Harbour porpoise,Harbour porpoise,08/07/2020,7,2020,55.83916667,-5.058888889,U,neonate
M330/20,Bottlenose dolphin,Pelagic Dolphins,09/07/2020,7,2020,57.96555556,-3.986944444,M,adult
M331/20,Fin whale,Baleen Whales,09/07/2020,7,2020,58.85555556,-2.956111111,F,adult
M346/20,Harbour porpoise,Harbour porpoise,16/07/2020,7,2020,55.64194444,-4.825,U,unknown
M350/20,Long-finned pilot whale,Pelagic Dolphins,17/07/2020,7,2020,57.60055556,-7.542777778,U,neonate
M354/20,Harbour porpoise,Harbour porpoise,19/07/2020,7,2020,55.96805556,-4.679722222,M,adult
M352/20,Atlantic white-sided dolphin,Pelagic Dolphins,20/07/2020,7,2020,60.75194444,-0.836666667,M,adult
M355/20,Short-beaked common dolphin,Common Dolphin,20/07/2020,7,2020,58.22388889,-5.371944444,F,adult
M360/20,Long-finned pilot whale,Pelagic Dolphins,20/07/2020,7,2020,60.78166667,-0.932222222,U,unknown
M362/20,Atlantic white-sided dolphin,Pelagic Dolphins,22/07/2020,7,2020,60.18305556,-1.511944444,U,neonate
M366/20,Harbour porpoise,Harbour porpoise,22/07/2020,7,2020,54.87527778,-3.622222222,U,unknown
M368/20,Harbour porpoise,Harbour porpoise,26/07/2020,7,2020,55.63722222,-4.8225,U,adult
M370/20,Minke whale,Baleen Whales,26/07/2020,7,2020,56.69666667,-2.438055556,F,juvenile
M372/20,Harbour porpoise,Harbour porpoise,27/07/2020,7,2020,55.91138889,-4.88,U,juvenile
M376/20,Harbour porpoise,Harbour porpoise,29/07/2020,7,2020,56.49944444,-6.805277778,U,juvenile
M377/20,White-beaked dolphin,Pelagic Dolphins,29/07/2020,7,2020,58.61222222,-3.458333333,F,adult
M381/20,Harbour porpoise,Harbour porpoise,31/07/2020,7,2020,55.6375,-4.821388889,U,adult
M383/20,Minke whale,Baleen Whales,01/08/2020,8,2020,56.62944444,-2.4875,F,juvenile
M384/20,Minke whale,Baleen Whales,01/08/2020,8,2020,60.12194444,-1.3725,U,juvenile
M385/20,Cuvier's beaked whale,Deep Divers,01/08/2020,8,2020,60.62194444,-0.943888889,U,unknown
M405/20,Risso's dolphin,Pelagic Dolphins,05/08/2020,8,2020,60.78305556,-0.933611111,U,unknown
M400/20,Harbour porpoise,Harbour porpoise,07/08/2020,8,2020,54.98111111,-3.415555556,M,adult
M394/20,Baleen whale (indeterminate species),Baleen Whales,08/08/2020,8,2020,55.93222222,-6.220555556,U,unknown
M401/20,Harbour porpoise,Harbour porpoise,08/08/2020,8,2020,56.02388889,-5.3575,U,unknown
M399/20,Sperm whale,Deep Divers,09/08/2020,8,2020,58.14916667,-5.274722222,U,unknown
M408/20,Long-finned pilot whale,Pelagic Dolphins,14/08/2020,8,2020,57.37138889,-7.415555556,U,adult
M413/20,Harbour porpoise,Harbour porpoise,19/08/2020,8,2020,54.90166667,-3.569722222,U,adult
M414/20,Baleen whale (indeterminate species),Baleen Whales,19/08/2020,8,2020,60.78694444,-0.943611111,U,unknown
M425/20,Harbour porpoise,Harbour porpoise,21/08/2020,8,2020,54.78722222,-4.123055556,U,unknown
M421/20,Harbour porpoise,Harbour porpoise,22/08/2020,8,2020,55.58833333,-4.671944444,F,juvenile
M429/20,Minke whale,Baleen Whales,27/08/2020,8,2020,60.135,-1.95,U,unknown
M432/20,Bottlenose dolphin,Pelagic Dolphins,27/08/2020,8,2020,56.45694444,-2.9625,M,adult
M433/20,Minke whale,Baleen Whales,27/08/2020,8,2020,54.84277778,-4.889722222,U,adult
M435/20,Harbour porpoise,Harbour porpoise,29/08/2020,8,2020,55.93194444,-2.331111111,M,adult
M438/20,Atlantic white-sided dolphin,Pelagic Dolphins,31/08/2020,8,2020,57.82888889,-7.043888889,F,adult
M441/20,Harbour porpoise,Harbour porpoise,04/09/2020,9,2020,55.91166667,-4.880555556,M,unknown
M450/20,Short-beaked common dolphin,Common Dolphin,05/09/2020,9,2020,57.14638889,-5.668333333,U,juvenile
M444/20,Short-beaked common dolphin,Common Dolphin,06/09/2020,9,2020,55.56694444,-5.712777778,U,juvenile
M447/20,Short-beaked common dolphin,Common Dolphin,06/09/2020,9,2020,59.12194444,-3.107222222,F,juvenile
M460/20,Harbour porpoise,Harbour porpoise,07/09/2020,9,2020,57.89111111,-6.960277778,U,unknown
M451/20,Harbour porpoise,Harbour porpoise,08/09/2020,9,2020,58.99111111,-2.804722222,M,adult
M452/20,Baleen whale (indeterminate species),Baleen Whales,08/09/2020,9,2020,57.26111111,-7.4275,U,adult
M454/20,Harbour porpoise,Harbour porpoise,09/09/2020,9,2020,60.28638889,-1.375,F,juvenile
M457/20,Harbour porpoise,Harbour porpoise,09/09/2020,9,2020,55.72222222,-5.734166667,M,juvenile
M456/20,Harbour porpoise,Harbour porpoise,11/09/2020,9,2020,59.25666667,-2.876388889,U,juvenile
M458/20,Atlantic white-sided dolphin,Pelagic Dolphins,12/09/2020,9,2020,56.49611111,-6.978888889,M,adult
M465/20,Harbour porpoise,Harbour porpoise,17/09/2020,9,2020,59.8975,-1.318888889,F,adult
M466/20,Minke whale,Baleen Whales,18/09/2020,9,2020,57.26888889,-6.076111111,U,juvenile
M468/20,Bottlenose dolphin,Pelagic Dolphins,19/09/2020,9,2020,57.59138889,-4.057777778,U,juvenile
M469/20,Minke whale,Baleen Whales,20/09/2020,9,2020,56.33916667,-6.3725,U,unknown
M470/20,Harbour porpoise,Harbour porpoise,21/09/2020,9,2020,55.96055556,-2.3975,M,adult
M473/20,Harbour porpoise,Harbour porpoise,22/09/2020,9,2020,55.60027778,-4.686111111,U,juvenile
M477/20,Sperm whale,Deep Divers,26/09/2020,9,2020,58.345,-6.637222222,U,juvenile
M478/20,Risso's dolphin,Pelagic Dolphins,27/09/2020,9,2020,58.82694444,-2.8875,U,adult
M483/20,Harbour porpoise,Harbour porpoise,30/09/2020,9,2020,58.07138889,-5.451944444,M,adult
M484/20,Harbour porpoise,Harbour porpoise,01/10/2020,10,2020,59.94611111,-1.340833333,F,adult
M485/20,Harbour porpoise,Harbour porpoise,01/10/2020,10,2020,55.55361111,-4.658888889,U,unknown
M490/20,Harbour porpoise,Harbour porpoise,02/10/2020,10,2020,56.00527778,-2.521666667,F,juvenile
M491/20,Harbour porpoise,Harbour porpoise,04/10/2020,10,2020,57.74888889,-3.918055556,U,juvenile
M498/20,Minke whale,Baleen Whales,04/10/2020,10,2020,60.44166667,-1.113333333,U,unknown
M513/20,White-beaked dolphin,Pelagic Dolphins,05/10/2020,10,2020,58.50944444,-4.385,U,juvenile
M510/20,Minke whale,Baleen Whales,10/10/2020,10,2020,57.05277778,-6.360277778,U,unknown
M511/20,Harbour porpoise,Harbour porpoise,11/10/2020,10,2020,55.17194444,-4.9325,U,unknown
M514/20,Sowerby's beaked whale,Deep Divers,13/10/2020,10,2020,55.94666667,-3.077777778,M,juvenile
M516/20,Northern bottlenose whale,Deep Divers,13/10/2020,10,2020,58.20305556,-6.368055556,F,juvenile
M517/20,Sowerby's beaked whale,Deep Divers,14/10/2020,10,2020,55.99861111,-2.885277778,M,juvenile
M520/20,Minke whale,Baleen Whales,14/10/2020,10,2020,60.58888889,-1.310833333,U,unknown
M521/20,Harbour porpoise,Harbour porpoise,14/10/2020,10,2020,54.9175,-4.991388889,U,juvenile
M524/20,Harbour porpoise,Harbour porpoise,14/10/2020,10,2020,57.17027778,-7.413611111,M,adult
M529/20,Harbour porpoise,Harbour porpoise,15/10/2020,10,2020,57.62972222,-3.7675,U,unknown
M530/20,Northern bottlenose whale,Deep Divers,15/10/2020,10,2020,55.99083333,-4.894722222,M,juvenile
M531/20,Short-beaked common dolphin,Common Dolphin,16/10/2020,10,2020,59.14361111,-2.771111111,U,unknown
M534/20,Northern bottlenose whale,Deep Divers,17/10/2020,10,2020,55.88833333,-5.347777778,F,juvenile
M537/20,Harbour porpoise,Harbour porpoise,17/10/2020,10,2020,57.67916667,-2.260833333,F,unknown
M541/20,Harbour porpoise,Harbour porpoise,17/10/2020,10,2020,55.88027778,-6.325277778,U,unknown
M547/20,Harbour porpoise,Harbour porpoise,23/10/2020,10,2020,55.45055556,-4.648611111,U,unknown
M549/20,White-beaked dolphin,Pelagic Dolphins,25/10/2020,10,2020,58.49611111,-4.415833333,F,juvenile
M548/20,Northern bottlenose whale,Deep Divers,26/10/2020,10,2020,55.88166667,-4.416666667,M,juvenile
